SMILES,Protein,ChEMBL ID,Name,canonical_smiles,Molecular Weight,LogP,HBA,HBD,TPSA,target_chembl_id,binding_affinity,standard_type,standard_value,standard_units,not_measured
Cc1ccc(F)c(C(=O)n2nc(Nc3ccc(S(N)(=O)=O)cc3)nc2C)c1F,Epidermal growth factor receptor,CHEMBL363607,,Cc1ccc(F)c(C(=O)n2nc(Nc3ccc(S(N)(=O)=O)cc3)nc2C)c1F,407.4,2.25,7.0,2.0,119.97,CHEMBL203,4.34,IC50,45800.0,nM,0
Cc1ccc(F)c(C(=O)n2nc(Nc3ccc(S(N)(=O)=O)cc3)nc2C)c1F,Vascular endothelial growth factor receptor 2,CHEMBL363607,,Cc1ccc(F)c(C(=O)n2nc(Nc3ccc(S(N)(=O)=O)cc3)nc2C)c1F,407.4,2.25,7.0,2.0,119.97,CHEMBL279,6.29,IC50,510.0,nM,0
Cc1ccc(F)c(C(=O)n2nc(Nc3ccc(S(N)(=O)=O)cc3)nc2C)c1F,Estrogen receptor,CHEMBL44,,Cc1ccc(F)c(C(=O)n2nc(Nc3ccc(S(N)(=O)=O)cc3)nc2C)c1F,407.4,2.25,7.0,2.0,119.97,CHEMBL206,0.0,,,,1
O=[N+]([O-])c1cccc2ncnc(NCc3ccccc3)c12,Epidermal growth factor receptor,CHEMBL119708,,O=[N+]([O-])c1cccc2ncnc(NCc3ccccc3)c12,280.29,3.15,5.0,1.0,80.95,CHEMBL203,5.1,IC50,8000.0,nM,0
O=[N+]([O-])c1cccc2ncnc(NCc3ccccc3)c12,Vascular endothelial growth factor receptor 2,CHEMBL86531,,O=[N+]([O-])c1cccc2ncnc(NCc3ccccc3)c12,280.29,3.15,5.0,1.0,80.95,CHEMBL279,0.0,,,,1
O=[N+]([O-])c1cccc2ncnc(NCc3ccccc3)c12,Estrogen receptor,CHEMBL44,,O=[N+]([O-])c1cccc2ncnc(NCc3ccccc3)c12,280.29,3.15,5.0,1.0,80.95,CHEMBL206,0.0,,,,1
CO[C@H]1[C@@H](N(C)C(=O)CN)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Epidermal growth factor receptor,CHEMBL338935,,CO[C@H]1[C@@H](N(C)C(=O)CN)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,523.59,3.55,7.0,2.0,103.75,CHEMBL203,6.66,IC50,220.0,nM,0
CO[C@H]1[C@@H](N(C)C(=O)CN)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CO[C@H]1[C@@H](N(C)C(=O)CN)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,523.59,3.55,7.0,2.0,103.75,CHEMBL279,0.0,,,,1
CO[C@H]1[C@@H](N(C)C(=O)CN)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Estrogen receptor,CHEMBL44,,CO[C@H]1[C@@H](N(C)C(=O)CN)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,523.59,3.55,7.0,2.0,103.75,CHEMBL206,0.0,,,,1
COc1cccc(-c2cn(C3CCC3)c3ncnc(N)c23)c1,Epidermal growth factor receptor,CHEMBL355191,,COc1cccc(-c2cn(C3CCC3)c3ncnc(N)c23)c1,294.36,3.41,5.0,1.0,65.96,CHEMBL203,6.35,IC50,450.0,nM,0
COc1cccc(-c2cn(C3CCC3)c3ncnc(N)c23)c1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COc1cccc(-c2cn(C3CCC3)c3ncnc(N)c23)c1,294.36,3.41,5.0,1.0,65.96,CHEMBL279,0.0,,,,1
COc1cccc(-c2cn(C3CCC3)c3ncnc(N)c23)c1,Estrogen receptor,CHEMBL44,,COc1cccc(-c2cn(C3CCC3)c3ncnc(N)c23)c1,294.36,3.41,5.0,1.0,65.96,CHEMBL206,0.0,,,,1
COc1cc2c(cc1OC)Sc1ncnc(Sc3cccc(Cl)c3)c1NC2,Epidermal growth factor receptor,CHEMBL384205,,COc1cc2c(cc1OC)Sc1ncnc(Sc3cccc(Cl)c3)c1NC2,417.94,5.38,7.0,1.0,56.27,CHEMBL203,5.54,IC50,2900.0,nM,0
COc1cc2c(cc1OC)Sc1ncnc(Sc3cccc(Cl)c3)c1NC2,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COc1cc2c(cc1OC)Sc1ncnc(Sc3cccc(Cl)c3)c1NC2,417.94,5.38,7.0,1.0,56.27,CHEMBL279,0.0,,,,1
COc1cc2c(cc1OC)Sc1ncnc(Sc3cccc(Cl)c3)c1NC2,Estrogen receptor,CHEMBL44,,COc1cc2c(cc1OC)Sc1ncnc(Sc3cccc(Cl)c3)c1NC2,417.94,5.38,7.0,1.0,56.27,CHEMBL206,0.0,,,,1
COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC,Epidermal growth factor receptor,CHEMBL419137,,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC,321.38,3.62,5.0,1.0,56.27,CHEMBL203,6.85,IC50,140.0,nM,0
COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC,Epidermal growth factor receptor,CHEMBL419137,,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC,321.38,3.62,5.0,1.0,56.27,CHEMBL203,8.0,IC50,10.0,nM,0
COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC,321.38,3.62,5.0,1.0,56.27,CHEMBL279,0.0,,,,1
COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC,Estrogen receptor,CHEMBL44,,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC,321.38,3.62,5.0,1.0,56.27,CHEMBL206,0.0,,,,1
NNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,Epidermal growth factor receptor,CHEMBL340508,,NNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,331.18,2.82,6.0,3.0,88.75,CHEMBL203,8.15,IC50,7.1,nM,0
NNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,NNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,331.18,2.82,6.0,3.0,88.75,CHEMBL279,0.0,,,,1
NNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,Estrogen receptor,CHEMBL44,,NNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,331.18,2.82,6.0,3.0,88.75,CHEMBL206,0.0,,,,1
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(CC(C)O)CC(C)O,Epidermal growth factor receptor,CHEMBL369088,,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(CC(C)O)CC(C)O,644.17,6.04,9.0,4.0,139.97,CHEMBL203,7.01,IC50,98.0,nM,0
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(CC(C)O)CC(C)O,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(CC(C)O)CC(C)O,644.17,6.04,9.0,4.0,139.97,CHEMBL279,0.0,,,,1
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(CC(C)O)CC(C)O,Estrogen receptor,CHEMBL44,,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(CC(C)O)CC(C)O,644.17,6.04,9.0,4.0,139.97,CHEMBL206,0.0,,,,1
O=C(Nc1ccccc1)c1cc2cc(O)c(O)cc2cn1,Epidermal growth factor receptor,CHEMBL50415,,O=C(Nc1ccccc1)c1cc2cc(O)c(O)cc2cn1,280.28,2.9,4.0,3.0,82.45,CHEMBL203,5.25,IC50,5600.0,nM,0
O=C(Nc1ccccc1)c1cc2cc(O)c(O)cc2cn1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,O=C(Nc1ccccc1)c1cc2cc(O)c(O)cc2cn1,280.28,2.9,4.0,3.0,82.45,CHEMBL279,0.0,,,,1
O=C(Nc1ccccc1)c1cc2cc(O)c(O)cc2cn1,Estrogen receptor,CHEMBL44,,O=C(Nc1ccccc1)c1cc2cc(O)c(O)cc2cn1,280.28,2.9,4.0,3.0,82.45,CHEMBL206,0.0,,,,1
COc1ccc2ncnc(NCc3ccccc3)c2c1,Epidermal growth factor receptor,CHEMBL332938,,COc1ccc2ncnc(NCc3ccccc3)c2c1,265.32,3.25,4.0,1.0,47.04,CHEMBL203,6.7,IC50,200.0,nM,0
COc1ccc2ncnc(NCc3ccccc3)c2c1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COc1ccc2ncnc(NCc3ccccc3)c2c1,265.32,3.25,4.0,1.0,47.04,CHEMBL279,0.0,,,,1
COc1ccc2ncnc(NCc3ccccc3)c2c1,Estrogen receptor,CHEMBL44,,COc1ccc2ncnc(NCc3ccccc3)c2c1,265.32,3.25,4.0,1.0,47.04,CHEMBL206,0.0,,,,1
COc1cc(C=C(C#N)C#N)cc(O)c1O,Epidermal growth factor receptor,CHEMBL80155,,COc1cc(C=C(C#N)C#N)cc(O)c1O,216.2,1.54,5.0,2.0,97.27,CHEMBL203,5.66,Ki,2200.0,nM,0
COc1cc(C=C(C#N)C#N)cc(O)c1O,Epidermal growth factor receptor,CHEMBL80155,,COc1cc(C=C(C#N)C#N)cc(O)c1O,216.2,1.54,5.0,2.0,97.27,CHEMBL203,5.22,IC50,6000.0,nM,0
COc1cc(C=C(C#N)C#N)cc(O)c1O,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COc1cc(C=C(C#N)C#N)cc(O)c1O,216.2,1.54,5.0,2.0,97.27,CHEMBL279,0.0,,,,1
COc1cc(C=C(C#N)C#N)cc(O)c1O,Estrogen receptor,CHEMBL44,,COc1cc(C=C(C#N)C#N)cc(O)c1O,216.2,1.54,5.0,2.0,97.27,CHEMBL206,0.0,,,,1
N#Cc1cnc2ccc(-c3cccc(CN4CCOCC4)c3)cc2c1N[C@@H]1C[C@H]1c1ccccc1,Epidermal growth factor receptor,CHEMBL245799,,N#Cc1cnc2ccc(-c3cccc(CN4CCOCC4)c3)cc2c1N[C@@H]1C[C@H]1c1ccccc1,460.58,5.57,5.0,1.0,61.18,CHEMBL203,6.47,Ki,340.0,nM,0
N#Cc1cnc2ccc(-c3cccc(CN4CCOCC4)c3)cc2c1N[C@@H]1C[C@H]1c1ccccc1,Epidermal growth factor receptor,CHEMBL245799,,N#Cc1cnc2ccc(-c3cccc(CN4CCOCC4)c3)cc2c1N[C@@H]1C[C@H]1c1ccccc1,460.58,5.57,5.0,1.0,61.18,CHEMBL203,5.28,IC50,5260.0,nM,0
N#Cc1cnc2ccc(-c3cccc(CN4CCOCC4)c3)cc2c1N[C@@H]1C[C@H]1c1ccccc1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,N#Cc1cnc2ccc(-c3cccc(CN4CCOCC4)c3)cc2c1N[C@@H]1C[C@H]1c1ccccc1,460.58,5.57,5.0,1.0,61.18,CHEMBL279,0.0,,,,1
N#Cc1cnc2ccc(-c3cccc(CN4CCOCC4)c3)cc2c1N[C@@H]1C[C@H]1c1ccccc1,Estrogen receptor,CHEMBL44,,N#Cc1cnc2ccc(-c3cccc(CN4CCOCC4)c3)cc2c1N[C@@H]1C[C@H]1c1ccccc1,460.58,5.57,5.0,1.0,61.18,CHEMBL206,0.0,,,,1
CCOc1cc2ncnc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,Epidermal growth factor receptor,CHEMBL126456,,CCOc1cc2ncnc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,406.51,5.6,7.0,1.0,69.16,CHEMBL203,5.32,IC50,4800.0,nM,0
CCOc1cc2ncnc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CCOc1cc2ncnc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,406.51,5.6,7.0,1.0,69.16,CHEMBL279,0.0,,,,1
CCOc1cc2ncnc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,Estrogen receptor,CHEMBL44,,CCOc1cc2ncnc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,406.51,5.6,7.0,1.0,69.16,CHEMBL206,0.0,,,,1
CNc1ccc2ncncc2c1,Epidermal growth factor receptor,CHEMBL53850,,CNc1ccc2ncncc2c1,159.19,1.67,3.0,1.0,37.81,CHEMBL203,8.15,IC50,7.0,nM,0
CNc1ccc2ncncc2c1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CNc1ccc2ncncc2c1,159.19,1.67,3.0,1.0,37.81,CHEMBL279,0.0,,,,1
CNc1ccc2ncncc2c1,Estrogen receptor,CHEMBL44,,CNc1ccc2ncncc2c1,159.19,1.67,3.0,1.0,37.81,CHEMBL206,0.0,,,,1
C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCN(C)CC1,Epidermal growth factor receptor,CHEMBL31622,,C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCN(C)CC1,460.58,3.82,7.0,2.0,82.62,CHEMBL203,7.75,IC50,18.0,nM,0
C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCN(C)CC1,Epidermal growth factor receptor,CHEMBL31622,,C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCN(C)CC1,460.58,3.82,7.0,2.0,82.62,CHEMBL203,8.7,IC50,2.0,nM,0
C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCN(C)CC1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCN(C)CC1,460.58,3.82,7.0,2.0,82.62,CHEMBL279,0.0,,,,1
C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCN(C)CC1,Estrogen receptor,CHEMBL44,,C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCN(C)CC1,460.58,3.82,7.0,2.0,82.62,CHEMBL206,0.0,,,,1
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,Epidermal growth factor receptor,CHEMBL53690,,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,358.32,4.52,4.0,2.0,66.91,CHEMBL203,8.35,IC50,4.5,nM,0
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,Epidermal growth factor receptor,CHEMBL53690,,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,358.32,4.52,4.0,2.0,66.91,CHEMBL203,9.04,IC50,0.91,nM,0
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,358.32,4.52,4.0,2.0,66.91,CHEMBL279,0.0,,,,1
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,Estrogen receptor,CHEMBL44,,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,358.32,4.52,4.0,2.0,66.91,CHEMBL206,0.0,,,,1
CNCC(O)COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,Epidermal growth factor receptor,CHEMBL56266,,CNCC(O)COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,406.85,3.13,7.0,3.0,88.53,CHEMBL203,8.3,IC50,5.0,nM,0
CNCC(O)COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CNCC(O)COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,406.85,3.13,7.0,3.0,88.53,CHEMBL279,0.0,,,,1
CNCC(O)COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,Estrogen receptor,CHEMBL44,,CNCC(O)COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,406.85,3.13,7.0,3.0,88.53,CHEMBL206,0.0,,,,1
COc1cc2c(cc1OC)Sc1ncnc(N(C)c3cccc(Cl)c3)c1NC2,Epidermal growth factor receptor,CHEMBL425074,,COc1cc2c(cc1OC)Sc1ncnc(N(C)c3cccc(Cl)c3)c1NC2,414.92,4.99,7.0,1.0,59.51,CHEMBL203,4.57,IC50,27000.0,nM,0
COc1cc2c(cc1OC)Sc1ncnc(N(C)c3cccc(Cl)c3)c1NC2,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COc1cc2c(cc1OC)Sc1ncnc(N(C)c3cccc(Cl)c3)c1NC2,414.92,4.99,7.0,1.0,59.51,CHEMBL279,0.0,,,,1
COc1cc2c(cc1OC)Sc1ncnc(N(C)c3cccc(Cl)c3)c1NC2,Estrogen receptor,CHEMBL44,,COc1cc2c(cc1OC)Sc1ncnc(N(C)c3cccc(Cl)c3)c1NC2,414.92,4.99,7.0,1.0,59.51,CHEMBL206,0.0,,,,1
Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,Epidermal growth factor receptor,CHEMBL278041,SB-202190,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,331.35,4.65,3.0,2.0,61.8,CHEMBL203,5.34,Kd,4600.0,nM,0
Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,Vascular endothelial growth factor receptor 2,CHEMBL86531,SB-202190,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,331.35,4.65,3.0,2.0,61.8,CHEMBL279,0.0,,,,1
Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,Estrogen receptor,CHEMBL44,SB-202190,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,331.35,4.65,3.0,2.0,61.8,CHEMBL206,0.0,,,,1
Clc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,Epidermal growth factor receptor,CHEMBL291496,,Clc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,335.59,4.18,4.0,1.0,50.7,CHEMBL203,7.75,IC50,18.0,nM,0
Clc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,Epidermal growth factor receptor,CHEMBL291496,,Clc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,335.59,4.18,4.0,1.0,50.7,CHEMBL203,7.74,IC50,18.2,nM,0
Clc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,Clc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,335.59,4.18,4.0,1.0,50.7,CHEMBL279,0.0,,,,1
Clc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,Estrogen receptor,CHEMBL44,,Clc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,335.59,4.18,4.0,1.0,50.7,CHEMBL206,0.0,,,,1
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCN(C)CC1,Epidermal growth factor receptor,CHEMBL24979,,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCN(C)CC1,489.39,5.39,6.0,1.0,59.51,CHEMBL203,6.82,IC50,150.0,nM,0
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCN(C)CC1,Epidermal growth factor receptor,CHEMBL24979,,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCN(C)CC1,489.39,5.39,6.0,1.0,59.51,CHEMBL203,6.7,IC50,200.0,nM,0
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCN(C)CC1,Vascular endothelial growth factor receptor 2,CHEMBL24979,,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCN(C)CC1,489.39,5.39,6.0,1.0,59.51,CHEMBL279,8.22,IC50,6.0,nM,0
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCN(C)CC1,Estrogen receptor,CHEMBL44,,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCN(C)CC1,489.39,5.39,6.0,1.0,59.51,CHEMBL206,0.0,,,,1
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,Epidermal growth factor receptor,CHEMBL144842,,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,476.49,2.43,8.0,6.0,186.7,CHEMBL203,6.16,IC50,700.0,nM,0
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,Epidermal growth factor receptor,CHEMBL144842,,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,476.49,2.43,8.0,6.0,186.7,CHEMBL203,5.05,IC50,9000.0,nM,0
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,Epidermal growth factor receptor,CHEMBL144842,,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,476.49,2.43,8.0,6.0,186.7,CHEMBL203,4.7,IC50,20000.0,nM,0
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,476.49,2.43,8.0,6.0,186.7,CHEMBL279,0.0,,,,1
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,Estrogen receptor,CHEMBL44,,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,476.49,2.43,8.0,6.0,186.7,CHEMBL206,0.0,,,,1
COc1cc2ncnc(C#Cc3ccccc3-c3ccccc3)c2cc1OC,Epidermal growth factor receptor,CHEMBL250924,,COc1cc2ncnc(C#Cc3ccccc3-c3ccccc3)c2cc1OC,366.42,4.71,4.0,0.0,44.24,CHEMBL203,7.58,IC50,26.0,nM,0
COc1cc2ncnc(C#Cc3ccccc3-c3ccccc3)c2cc1OC,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COc1cc2ncnc(C#Cc3ccccc3-c3ccccc3)c2cc1OC,366.42,4.71,4.0,0.0,44.24,CHEMBL279,0.0,,,,1
COc1cc2ncnc(C#Cc3ccccc3-c3ccccc3)c2cc1OC,Estrogen receptor,CHEMBL44,,COc1cc2ncnc(C#Cc3ccccc3-c3ccccc3)c2cc1OC,366.42,4.71,4.0,0.0,44.24,CHEMBL206,0.0,,,,1
O=C(O)CNc1c(Br)cccc1Nc1ncnc2ccncc12,Epidermal growth factor receptor,CHEMBL405771,,O=C(O)CNc1c(Br)cccc1Nc1ncnc2ccncc12,374.2,3.03,6.0,3.0,100.03,CHEMBL203,8.82,IC50,1.514,nM,0
O=C(O)CNc1c(Br)cccc1Nc1ncnc2ccncc12,Vascular endothelial growth factor receptor 2,CHEMBL86531,,O=C(O)CNc1c(Br)cccc1Nc1ncnc2ccncc12,374.2,3.03,6.0,3.0,100.03,CHEMBL279,0.0,,,,1
O=C(O)CNc1c(Br)cccc1Nc1ncnc2ccncc12,Estrogen receptor,CHEMBL44,,O=C(O)CNc1c(Br)cccc1Nc1ncnc2ccncc12,374.2,3.03,6.0,3.0,100.03,CHEMBL206,0.0,,,,1
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC1COC,Epidermal growth factor receptor,CHEMBL178958,,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC1COC,626.16,7.09,8.0,2.0,108.74,CHEMBL203,6.82,IC50,151.0,nM,0
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC1COC,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC1COC,626.16,7.09,8.0,2.0,108.74,CHEMBL279,0.0,,,,1
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC1COC,Estrogen receptor,CHEMBL44,,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC1COC,626.16,7.09,8.0,2.0,108.74,CHEMBL206,0.0,,,,1
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O,Epidermal growth factor receptor,CHEMBL115519,,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O,431.93,4.35,7.0,2.0,109.23,CHEMBL203,5.35,IC50,4500.0,nM,0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O,Epidermal growth factor receptor,CHEMBL115519,,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O,431.93,4.35,7.0,2.0,109.23,CHEMBL203,5.36,IC50,4400.0,nM,0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O,Epidermal growth factor receptor,CHEMBL115519,,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O,431.93,4.35,7.0,2.0,109.23,CHEMBL203,4.08,IC50,83176.38,nM,0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O,431.93,4.35,7.0,2.0,109.23,CHEMBL279,0.0,,,,1
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O,Estrogen receptor,CHEMBL44,,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O,431.93,4.35,7.0,2.0,109.23,CHEMBL206,0.0,,,,1
